Unnamed: 0	clicked_news	category	subcategory	title
105033	N1397	No category	No subcategory	Mercedes akselererer forbi BMW
105617	N1401	trondheim_nyheter	No subcategory	Kieglekroa åpner dørene igjen
112066	N1408	trondheim_nyheter	No subcategory	Her kan du parkere gratis midt i Trondheim sentrum
170596	N1420	No category	No subcategory	Møt noen av Norges beste Pokémon Go-spillere
107161	N1427	100sport	vintersport	Hopplegenden ble rørt av Tandes triumf: – Like stort som å vinne et mesterskap
190354	N1428	sortrondelag_nyheter	No subcategory	Veimeldinger for Trøndelag
120237	N1430	okonomi_nyheter	No subcategory	29-åring solgte eiendom i Trondheim for 23 millioner
107855	N1435	No category	No subcategory	Prøvekjørt Ford Focus RS: «En kompromissløs bil som scorer høyt på moro-skalaen.»
107908	N1436	No category	No subcategory	Prøvekjørt Audi SQ7: Dette er en monstertrøkk
107952	N1437	okonomi_nyheter	No subcategory	Slik ser du hvem som skattesnoker på deg
108145	N1441	pluss	kultur	Her er superstjernene som har besøkt Trondheim
108455	N1449	sortrondelag_nyheter	No subcategory	Stenger tunnelene mellom Øysand og Orkanger i lang tid
108602	N1452	okonomi_nyheter	No subcategory	Jegeren blir endelig godseier
108802	N1456	trondheim_nyheter	No subcategory	- Jeg våknet med et bilde i hodet
108900	N1458	No category	No subcategory	Jaguar med Tesla-konkurrent
109805	N1471	pluss	magasin	«Slik skal herrene se ut på håret i år»
109844	N1472	trondheim_nyheter	No subcategory	- Blir et nytt pilegrimsmål
109895	N1473	No category	No subcategory	Elgpåkjørsel gir ikke bonustap
110429	N1480	No category	No subcategory	Teknologimagasinet: – Vil ikke anbefale noen å kjøpe ny bil nå
110462	N1481	No category	No subcategory	Slik får du et billigere, men ikke dårligere bryllup
183060	N1498	forbruker	hjem	Se hvordan Birgithe lever ut sin interiørinteresse selv om hun har små barn
112112	N1500	No category	No subcategory	Mercedes C350 er ingen miljøstjerne
112654	N1506	trondheim_nyheter	No subcategory	- Rune er en ekte supermainn
113341	N1518	pluss	nyheter	- Mister all utsikt til fjorden
113649	N1524	pluss	nyheter	Trondheim Stasjonssenter blir 28 meter høyt
114131	N1528	pluss	kultur	Jubileumsserien: Opptøyer i Trondheim sentrum etter at jente ble funnet voldtatt
114540	N1538	No category	No subcategory	Sliter du med elbilen i kulda? Her er ti tips.
114599	N1539	No category	No subcategory	- Plutselig var vi fire damer som rota rundt på et fremmed kjøkken
115220	N1550	trondheim_nyheter	No subcategory	Koteng brukte 11 mill. av egen lomme - så dukket sensasjonsfunnet opp
540833	N1562	No category	No subcategory	Er du rikere enn du tror?
116351	N1568	No category	No subcategory	Slik unngår du rekkeviddeangsten
1045099	N1570	No category	No subcategory	- Et vindu inn i et mørkt sinn
117137	N1580	sortrondelag_nyheter	No subcategory	Johanna er årets nyeste trønder
700763	N1591	kultur	vin	Pinnevin for entusiaster
118749	N1601	100sport	sprek	Professor: Én styrkeøvelse og 20 minutter i uken er nok
692497	N1609	forbruker	hjem	Dette er Trondheims dyreste gate
121618	N1624	meninger	ordetfritt	Det er helt greit å bygge ulovlig i Trondheim
121848	N1629	okonomi_nyheter	No subcategory	- De beste meglerne får best betalt
122699	N1634	100sport	sprek	Folk stormer til treningssentrene i januar. Snart er nesten halvparten borte.
123435	N1642	100sport	vintersport	Derfor tror sportssjefen at Tande kan bli hoppsportens Lund Svindal
124552	N1650	nordtrondelag_nyheter	No subcategory	Mann tatt for promillekjøring for andre gang på under to døgn
125512	N1663	pluss	kultur	Byen var forvandlet til en yrende jungel av eksotiske tilbud og sjokkerende rariteter
125767	N1665	pluss	okonomi	Puster rolig med beina i kors
125871	N1669	nordtrondelag_nyheter	No subcategory	Gleder seg over endring
126476	N1683	trondheim_nyheter	No subcategory	Her eksploderer fyrverkeriet to meter over bakken
126826	N1688	pluss	magasin	Historisk bildeserie: Trondheim brenner!
127470	N1692	No category	No subcategory	Minneord: Terje Bostad
730951	N1696	innenriks_nyheter	No subcategory	Vil saksøke Ålesund sykehus
129918	N1714	sortrondelag_nyheter	No subcategory	- Ta vaksinen så fort som mulig
130758	N1718	100sport	sprek	Lei av å smøre ski? Her er løsningen: - Den gjennomsnittlige turgåer merker ikke forskjell
132017	N1719	moreromsdal_nyheter	No subcategory	Kvinne omkom i ulykke på E39
133488	N1723	100sport	sprek	10 spådommer for fysisk aktivitet i fremtiden
133666	N1724	kultur	aretstronder	«Årets trønder»-kandidatene er klare
134098	N1725	No category	No subcategory	Brutalt god dopthriller
134954	N1728	kuriosa_nyheter	No subcategory	Send oss bilder av ditt pepperkakehus!
138322	N1735	100sport	sprek	Som 13-åring levde Simen et bekymringsfritt liv. Så endret en ulykke alt.
140266	N1737	innenriks_nyheter	No subcategory	Røykutvikling fra motorvarmer kan skyldes småkjøring
141725	N1739	No category	No subcategory	Bilder fra krigen
143585	N1745	sortrondelag_nyheter	No subcategory	- Vi har mistet omtrent alt
144768	N1749	100sport	vintersport	Her vil Hockey-Trondheim bygge ny storstue
145546	N1751	100sport	vintersport	Klæbo sensasjonelt slått i comebacket
147863	N1762	trondheim_nyheter	No subcategory	Bil ble totalvrak etter krasj med bergvegg
147870	N1764	100sport	vintersport	- Petter Northug liker å tøye grensene. Det er en av grunnene til at han er så god.
147887	N1765	nordtrondelag_nyheter	No subcategory	16-åring skadd i ulykke med fyrverkeri
147926	N1766	sortrondelag_nyheter	No subcategory	Mann funnet sovende bak rattet
147963	N1767	tema	arets tronder	- Det er masse folk som fortjener dette mer enn meg
147975	N1768	pluss	magasin	Jeg skreik og skreik og ba pappa om en siste sjanse
147995	N1770	100sport	vintersport	Svensk kommentator: - Jeg synes mer synd på Legkov enn Johaug
148066	N1773	pluss	kultur	- Hvis du ikke er dritgod i alt, så er livet vanskelig
148244	N1775	pluss	kultur	Legger ned et av byens mest populære utesteder
148278	N1776	moreromsdal_nyheter	No subcategory	Nytt dødsfall i Gjemnes
148452	N1778	pluss	nyheter	Roar har slanket bort 246 kilo
148491	N1779	trondheim_nyheter	No subcategory	Døddrukne ungdommer, trusler, vold og skadeverk
148558	N1780	sortrondelag_nyheter	No subcategory	Elevene i Roan får fortsatt båt forbi rasstedet
148847	N1782	innenriks_nyheter	No subcategory	Kong Harald: - Litt uvirkelig å bli 80
148848	N1783	trondheim_nyheter	No subcategory	Se den vanvittige forbikjøringen på E6
148947	N1784	100sport	vintersport	Måtte i oppvaskmøte etter å ha kritisert landslaget
148968	N1785	meninger	ordetfritt	Å stå på jobb i nattåpen kiosk første juledag, gir inntrykk som rører deg
149094	N1786	trondheim_nyheter	No subcategory	Her blir det ikke nyttårssodd
149116	N1787	trondheim_nyheter	No subcategory	Tre tyver tatt på fersken under innbrudd - tredjemann gjemte seg for politiet i garasje
149312	N1788	meninger	ordetfritt	Bygging i parkene, er det NTNUs bidrag til framtidsrettet byutvikling?
149390	N1789	trondheim_nyheter	No subcategory	Nå settes AtB-prisene opp igjen
149588	N1791	tema	arets tronder	Nå kan du stemme på din favoritt
149747	N1792	trondheim_nyheter	No subcategory	Lærer vil ha fitness som skolefag
149979	N1794	No category	No subcategory	Trøndelag får det verste været i landet nyttårsaften
150266	N1798	No category	No subcategory	Danskene tok farvel med «Skam»: - Det har det vært vanskelig å fokusere på jobben
150648	N1800	No category	No subcategory	Trondheim, Sjøgangen
150701	N1801	100sport	fotball	Nå er keeperen ferdig i Rosenborg
150895	N1802	sortrondelag_nyheter	No subcategory	Dette er de store endringene du må vite om ved nyttår
151098	N1803	trondheim_nyheter	No subcategory	Her er restaurantene gjestene mener er på topp og bunn i Trondheim
151498	N1807	pluss	okonomi	Fretex føler seg svindlet av trondheimsfirma: - Å bli lurt på denne måten er veldig surt
151622	N1808	innenriks_nyheter	No subcategory	Derfor har Bertil bare ett pepperkakebein
151704	N1810	100sport	vintersport	Dette spørsmålet om russerne ville ikke Sundby svare på
152323	N1815	trondheim_nyheter	No subcategory	Lars Erik fikk sjokk i Strindheimtunnelen
152497	N1816	innenriks_nyheter	No subcategory	Biskop tilsto sexovergrep mot altergutt
152699	N1819	trondheim_nyheter	No subcategory	2000 passasjerer rammet av værfaste hurtigruter: - Dette vil nok koste litt
152880	N1821	utenriks_nyheter	No subcategory	I sommer kan Norwegians norske Syden-turister få en skikkelig stor overraskelse
152963	N1822	No category	No subcategory	Siste nytt om juleværet i Trøndelag
153057	N1823	trondheim_nyheter	No subcategory	- Det er skikkelig tragisk
153069	N1824	sortrondelag_nyheter	No subcategory	Roan får skolebåt
153552	N1830	pluss	magasin	Lurt av appen
153710	N1832	trondheim_nyheter	No subcategory	Tyvene stjal diesel da de ikke fikk tak i fyrverkeri
153753	N1833	No category	No subcategory	Dette må du vite før du kjøper hybrid
153864	N1834	100sport	ballsport	Byåsen våknet etter pause - tok NM-gull
153991	N1836	No category	No subcategory	E6, Malvik
154102	N1840	No category	No subcategory	E6 Namsskogan
154148	N1841	100sport	fotball	Ada Hegerberg: - Hvorfor skal ikke vi jenter bli tatt like mye på alvor som guttene?
154159	N1843	100sport	fotball	Den nye og praktfulle arenaen er blitt et mareritt: – Riv den nå
154334	N1845	trondheim_nyheter	No subcategory	Ny stor bybrann
154557	N1847	innenriks_nyheter	No subcategory	Orkan hindrer Hurtigruten
155149	N1855	okonomi_nyheter	No subcategory	Reitan mister 106 kiosker i Sverige
155982	N1861	100sport	sjakk	Ekspert om Magnus Carlsens valg: - Et sjansespill
155985	N1862	trondheim_nyheter	No subcategory	Ågot Lian er konkurs
156772	N1867	meninger	ordetfritt	Jeg og mutter'n (93) må vente sju timer på en lege. En lege som få har sett i dag
157109	N1871	pluss	nyheter	I disse kommunene fortsetter debatten om sammenslåing
157370	N1872	trondheim_nyheter	No subcategory	- Vi ble sjokkert da han gjorde dette for å hjelpe oss
157488	N1873	No category	No subcategory	Minneord: Anne Marie Halseide
157846	N1875	pluss	magasin	Historiske trondheimsbilder: Her kommer småbåtene opp langs Nidelva
158564	N1877	pluss	magasin	Historiske trøndelagsbilder: Nazister på Torget
158761	N1878	100sport	sprek	Forsker: Denne treningen er mer effektiv enn 4x4-intervaller
160755	N1883	No category	No subcategory	E6 Heimdalsmyra, Trondheim
161697	N1885	okonomi_nyheter	No subcategory	Ny norsk prisrekord på bensin
162019	N1886	trondheim_nyheter	No subcategory	Sjekk den bensinprisen
163344	N1889	100sport	sjakk	SJAKK-VM DIREKTE: Carlsen: - Det har vært en veldig bra dag
163399	N1892	100sport	fotball	– Ønsker definitivt å hente en midtstopper før vi drar til Gran Canaria
163974	N1899	100sport	sjakk	Her er trekkene som provoserte Carlsen: - Helt, helt sykt
164041	N1901	pluss	nyheter	Elbiler må likevel betale full p-avgift fra nyttår
164223	N1903	No category	No subcategory	Riksvei 3, Kvikneskogen
165714	N1910	No category	No subcategory	Turistskipskaia, Trondheim
165822	N1911	trondheim_nyheter	No subcategory	Er dette Trondheims dyreste fyrverkeri?
166225	N1912	innenriks_nyheter	No subcategory	Nybyen på Svalbard blir evakuert
166618	N1916	No category	No subcategory	Riksvei 3, Bergrønningen
167350	N1919	pluss	nyheter	Valgte karriere som eventyrer
167829	N1920	No category	No subcategory	Snart er det tomt for EL-skilt
168016	N1921	No category	No subcategory	Må man dra ut laderen etter bruk?
168028	N1922	pluss	meninger	Underlig julehilsen fra Hofstad Helleland
168114	N1923	No category	No subcategory	Imponerende, men ikke essensiell - riktig ennå
168182	N1925	No category	No subcategory	DAB-radioen Harriet trodde skulle vare livet ut, er allerede ubrukelig
168707	N1927	trondheim_nyheter	No subcategory	Tror det kun var én gjerningsmann
168978	N1929	trondheim_nyheter	No subcategory	- Treningssenteret hjelper innbruddstyver
169152	N1930	okonomi_nyheter	No subcategory	Disse boligene ble solgt i Midt-Norge i november
169157	N1931	No category	No subcategory	Minneord: Karl Gunnar Götestam
169240	N1934	No category	No subcategory	Nå kan du finne «hemmelige» meldinger på Facebook messenger
170225	N1935	No category	No subcategory	Minneord: Jonas Skarsvåg Fossheim
170563	N1939	sortrondelag_nyheter	No subcategory	Her finner du oppkjørte skiløyper
171091	N1947	nordtrondelag_nyheter	No subcategory	Ikke gå i parkeringsfella på Værnes
171422	N1951	pluss	okonomi	Suksessgründer Vegard Wollan slutter i Atmel
171690	N1954	innenriks_nyheter	No subcategory	Én person omkom i ulykke på E6 ved Majavatn
172515	N1959	pluss	magasin	Far drepte sønnen og broren - nå har de funnet en fremtid på Hølonda
172930	N1962	trondheim_nyheter	No subcategory	- Jeg rakk å tenke «nei»
173295	N1965	pluss	okonomi	Dette har Rema 1000 søkt om å bruke Æ-varemerket til
173339	N1966	moreromsdal_nyheter	No subcategory	To skadde etter dødsulykke på E39 får behandling ved St. Olav
173839	N1967	trondheim_nyheter	No subcategory	17-åring løslatt etter knivstikking i Trondheim
174292	N1970	sortrondelag_nyheter	No subcategory	Kom til akuttmottaket med dypt kjøttsår – fikk beskjed om å ringe og stille seg i kø
174909	N1972	pluss	okonomi	Arne tjente over fire millioner på Rema-butikken sin i fjor
175176	N1976	No category	No subcategory	Minneord: Johannes Storhaug Ervik
175431	N1978	pluss	okonomi	Rema skviser ut Kims, vil heller selge Maarud
176074	N1983	trondheim_nyheter	No subcategory	Rødt-styret trekker seg i protest mot Byrkjeflot
176636	N1985	okonomi_nyheter	No subcategory	Her åpner ny dagligvarebutikk
176704	N1987	No category	No subcategory	Minneord: Ingebrigt Sesseng Sirum
177404	N1996	trondheim_nyheter	No subcategory	Frontkollisjon på Heimdal
177438	N1997	pluss	nyheter	- Vi har stemt for Åfjord – det holder!
178842	N2003	trondheim_nyheter	No subcategory	Ettermiddagståka pakket inn Trondheim
179871	N2009	No category	No subcategory	Rektor frykter kaos med ny holdeplass på Byåsen
180014	N2011	No category	No subcategory	Camilla (19) skal delta i Kakekrigen
180393	N2014	sortrondelag_nyheter	No subcategory	Brøyterne: - Legg skisporet på veiskuldra
180488	N2016	trondheim_nyheter	No subcategory	Disse julevarene er det full priskrig på i Trondheim
181872	N2022	100sport	sprek	Vil du bli sprekere i 2017? Eksperten har et klart råd
182074	N2025	trondheim_nyheter	No subcategory	Hvor er det kø? Sjekk fredagstrafikken her
776934	N2027	okonomi_nyheter	No subcategory	Her er Bjørnebyes nye millionvilla
182852	N2033	trondheim_nyheter	No subcategory	Her er superbuss-traseene
183158	N2035	No category	No subcategory	Dette gjorde Marie og Tom Espen med sine ti rom da barna flyttet ut
183241	N2036	No category	No subcategory	Bor i det ene huset, jobber i fjøset og driver hobby i stallen
183679	N2038	pluss	nyheter	Erlend Moen blir rektor etter turbulent år
183733	N2039	No category	No subcategory	Vi må bli mer som Marvin
184103	N2041	moreromsdal_nyheter	No subcategory	Nå er navnet frigitt etter dødsfall i Gjemnes
184126	N2042	100sport	vintersport	Intens pengejakt pågår nå for å få skiheltene til Trondheim
184665	N2044	100sport	sprek	Her er ekspertens syv kostholdstips: - Effekten er kjempestor
186600	N2048	100sport	fotball	Nå er RBK-floppen legende i Australia
188863	N2056	pluss	nyheter	Takk, tårer og en tåpelig innbruddstyv
188924	N2058	No category	No subcategory	Minneord: Ola Flenstad
188965	N2064	No category	No subcategory	Denne boden er en av de med lengst kø
190520	N2074	moreromsdal_nyheter	No subcategory	Er du Joker-millionæren fra Aure?
191128	N2081	trondheim_nyheter	No subcategory	Dette bruker Trondheim 60 ekstra millioner på
191488	N2082	No category	No subcategory	Forbrukerombudet advarer mot disse nettbutikkene
192035	N2083	trondheim_nyheter	No subcategory	Selvlysende nazi-bunker i Trondheim
192461	N2086	pluss	nyheter	Forsker advarer mot treningen som ikke virker
192845	N2087	moreromsdal_nyheter	No subcategory	Politiet frigir navn på kvinne som døde etter E39-ulykke
194724	N2090	No category	No subcategory	I kveld kan du få et spesielt syn på himmelen
195514	N2091	innenriks_nyheter	No subcategory	Her kan Norges største meteor ha falt ned
195532	N2092	100sport	fotball	Ny TV-serie: Nå blir det «sirkus RBK»
195659	N2093	moreromsdal_nyheter	No subcategory	Navnet på druknet 40-åring er frigitt
